date,spx_expected_return,ndx_expected_return,gold_expected_return,btc_expected_return
2019-01-01,0.005940663301404376,0.0034934927857533586,0.011731241435372668,0.09154841239369052
2019-02-01,-0.0007596537285415781,0.008139514763509244,0.014558842842233494,0.0514865330297859
2019-03-01,0.005111447726755095,0.009808568344770879,0.011779905383135697,0.033973900671418596
2019-04-01,0.013906855361289761,0.018440355048297004,-0.0037377025312859075,0.03987099214876238
2019-05-01,0.007967287217612565,0.003972171875862517,0.01616320742806896,-0.0020368052170065126
2019-06-01,-0.0018439298123601182,0.0033159445181337116,0.003811669513442021,0.060012468772705066
2019-07-01,-0.00017893730233357495,-0.004280206772778573,0.006817761676613014,0.06923744712434189
2019-08-01,0.016491359326683223,0.013780885098577285,-0.0006560039445883238,0.03087066154461237
2019-09-01,0.00799630349990537,0.015304528630390384,-0.0061961478664085195,0.09950566202540595
2019-10-01,-0.0028622596689682925,0.010939797530442039,0.002385578029201455,0.13475811430522155
2019-11-01,0.008230391505324496,0.015491777281954186,-0.007149587651349972,0.029313235268056327
2019-12-01,0.004186494522804984,0.005769606849444852,0.0023283108172982543,0.11166050076731686
2020-01-01,0.011984161234099287,0.020094124649830302,0.007962542291524287,0.06145970780629663
2020-02-01,0.018813063265081562,0.022466687642671776,0.005941990210507446,0.03820945740966136
2020-03-01,0.03422738030709235,0.031881105393530916,-0.0002518066032452656,0.13011054659042576
2020-04-01,0.010143866484729326,0.014791585959119193,0.0020469889754363814,0.1426661945445736
2020-05-01,0.010107371541310512,0.007329718387724198,0.015224086816374553,0.2396360820783776
2020-06-01,0.015030348873045253,0.020078280967969337,0.016557899525898916,0.10543298786802077
2020-07-01,0.007277534901921418,0.015388842509969223,-0.0032694294650531955,0.17914645149977929
2020-08-01,0.013865067819525394,0.011381333883941299,-0.006749726083099352,0.12721217553978942
2020-09-01,0.02413957971092219,0.033437202113763886,0.005433807519861596,0.08624596737275156
2020-10-01,0.021907060212395572,0.026727715099173325,-0.0046765719853926425,0.09628275674660147
2020-11-01,0.012509713702290228,0.006090711839993205,0.012916423551562518,0.1534272846717127
2020-12-01,0.009203908036262639,0.007323639422257689,0.0068337174309903255,0.0675685003790657
2021-01-01,0.02811928152751304,0.022990543237582806,-0.0006116267691179626,0.0805231723710953
2021-02-01,0.020132881845518362,0.021120318894514923,-0.010542601309912764,0.1300412655868748
2021-03-01,0.014036762670749351,0.017714315335092597,-0.010582225863626577,0.1486565637857114
2021-04-01,0.004656145693421867,-0.005553614186292498,-0.0071290656605838025,0.04638117581585424
2021-05-01,-0.0013820187844331322,-0.008869587250986605,-0.010133812023854272,0.036685788128482395
2021-06-01,-0.016894751911381914,-0.02904167547619494,-0.02812569640620689,0.04806797755595732
2021-07-01,-0.005712933120479789,-0.013717345687067915,-0.02364300569722876,0.018307558804916663
2021-08-01,-0.016781930307198056,-0.04299633382131645,-0.024777916639423043,0.057271981490623604
2021-09-01,-0.008503083203243778,-0.023881578617953713,-0.02150096650311239,-0.029348537732096322
2021-10-01,-0.007862619201016424,-0.02038690564818037,-0.026037745434433022,0.06777553537842558
2021-11-01,0.003804364932739464,-0.018448581585893648,-0.025895232875838493,0.015942062121248178
2021-12-01,-0.0034066099698808684,-0.02014663522305929,-0.03490026255022101,0.03207140264915757
2022-01-01,0.008201516538435705,-0.011489799139590088,-0.019427455497254775,-0.009450944485012547
2022-02-01,0.0008660300272665092,-0.01367392134425699,-0.023818396652917243,0.028568828601323357
2022-03-01,-0.003134460054318154,-0.01803646188187691,-0.017694051521565984,-0.032476431708554826
2022-04-01,-0.041929651984015784,-0.02939846916286596,-0.026711062005448254,0.036380730925285806
2022-05-01,0.005319202856364363,0.009705505195089802,-0.004168290563833019,0.10776273833150707
2022-06-01,-0.0037693521920444035,-0.006312221425456893,-0.011165600213150311,-0.05184219398800466
2022-07-01,-0.000731072928412162,0.004380567433013266,-0.003085722731777255,0.04862522259760525
2022-08-01,-0.0006310038377789246,-0.0017341469442074446,-0.0037135932261549874,0.005947126236718975
2022-09-01,-0.0008688448727032804,-0.0008222362882370667,-0.0051213264910200665,0.09541001552289241
2022-10-01,0.007968140397347681,0.003581994202342319,-0.0014954970418278113,0.14010040079970093
2022-11-01,-0.01021821528381067,-0.012314294463028553,-0.001563878911419344,0.2497155653587591
2022-12-01,-0.0025730706725998784,0.00032318612826001507,-0.001794467558721465,0.24481243959005267
2023-01-01,-0.006837965720410965,-0.010811499247224403,-0.007427642803615095,0.24121882271843104
2023-02-01,-0.00875102877021974,-0.008858909967534957,-0.007875289040161194,0.1484340882567552
2023-03-01,-0.0018797984497536603,-0.0024700008931415303,0.016187695520777656,0.21606454801641362
2023-04-01,-0.0047768743042333785,0.003018077813530133,0.01491926127368481,0.27203843174418146
2023-05-01,-0.004092159834628852,-0.0001261153178662884,0.014763686241424382,0.23454972043006617
2023-06-01,-0.0034749595202887436,0.0018643158981343066,0.009858266772361277,0.30298955894125773
2023-07-01,0.00035412973263194546,0.012811664545802612,0.013638652037178692,0.1408406374301883
2023-08-01,-0.0010222797549372044,0.0019168885352621777,0.017771793831648557,0.1817983345924209
2023-09-01,0.003096761535047169,0.016332358345694506,0.0239603067638109,0.13857038209527184
2023-10-01,-0.007915900876305195,-0.0020463799626999225,0.010203231491117789,0.1498309008332569
2023-11-01,0.004088943970683344,0.010790423656176013,0.016286582325468573,0.21918455417879523
2023-12-01,-2.8009278460508404e-05,0.003827732178580871,0.011387295477430035,0.3018904997726155
2024-01-01,-0.0017894798816650358,0.0015531592047470116,0.01748722362420994,0.2268852579102682
2024-02-01,0.00261363504181472,-0.004364301988445623,-0.0005218055682063771,0.17568168910425574
2024-03-01,-0.004087467586418035,-0.01182310074280464,0.010150224021298638,0.10860485774336649
2024-04-01,-0.00317052720620781,0.0009225741178914611,0.013642033776095092,0.20162505858986868
2024-05-01,-0.004720686049869539,-0.00010915366958412064,0.0042025643783926425,0.33028490332073507
2024-06-01,-0.007557189027143885,-0.010746248163153269,0.016952806771426476,0.22319776714840722
2024-07-01,0.006446784420878817,0.0015493799475653769,0.0058918033634696235,0.2952526282424692
2024-08-01,0.008207161944626654,0.009716052574139655,0.002718366163169817,0.22490198012524443
2024-09-01,0.0009124865530731408,0.005529955859313357,-0.000981454493679106,0.25575052656733277
2024-10-01,0.005314616835038878,0.007358451596342423,0.014258462925591964,0.10836287456406579
2024-11-01,0.004174070447402534,0.004272527095934449,0.004290862816775852,0.2831646867105458
2024-12-01,-0.0030955497710858453,0.004956448073038689,0.014364773693314476,0.14649680194748882
2025-01-01,-0.0022556017721663776,0.008435760703623788,0.009146147037782848,0.1951765729415444
2025-02-01,0.001041770632761153,0.009730746060539301,0.010601137585591435,0.20660123655630552
2025-03-01,0.004648562247404448,0.004916936988997343,0.006064737441848575,0.19913961371588373
2025-04-01,0.005686948797425113,0.014909622015607424,0.012217995779994044,0.3144076808339154
2025-05-01,-0.0021530332254077306,-0.0008988204809110842,0.01584470359701106,0.16254980695280152
2025-06-01,0.0014059064939804594,0.0029700773936292856,-0.009234709339736035,0.3057251383292711
2025-07-01,-0.0020834007810770247,0.005487962844478132,-0.006983243382853,0.23061880068641455
2025-08-01,0.00012416818507647804,-0.004003374956508796,-0.0007041819867461647,0.22095929097955036
2025-09-01,-0.0004765617708593888,0.0056475736534152485,-0.0019724662686006365,0.10711833419069125
2025-10-01,0.001363210496047434,0.010263527398189537,0.0010403428002197699,0.1696875379856689
2025-11-01,-0.007207535303113983,-0.007265184305698021,0.004543017331416788,0.1499591890960646
2025-12-01,0.0025696643212577363,-0.004067454692179061,-0.0030227537412303726,0.21818567915165388
2026-01-01,-0.007532497284612676,-0.003734428938488398,-0.0017218018796763216,0.24946824410573326
2026-02-01,-0.0034351253996193127,0.013617898547672199,0.012601145112683138,0.1573076440612951
