date,spx,ndx,ftse100,gold,bitcoin,eurusd,gbpusd,dxy,qqq
2000-01-03,1455.22,3790.55,,289.0,,1.0262,1.6369,100.22000122070312,79.92742156982422
2000-01-04,1399.42,3546.2,,282.38,,1.0308,1.6364,100.41000366210938,74.44427490234375
2000-01-05,1402.11,3507.31,,280.85,,1.0314,1.6415,100.37999725341795,72.54623413085938
2000-01-06,1403.45,3340.81,,281.45,,1.0319,1.6464,100.6500015258789,67.56398010253906
2000-01-07,1441.47,3529.6,,281.75,,1.0289,1.6383,100.8000030517578,75.92047882080078
2000-01-08,1441.47,3529.6,,281.75,,1.0289,1.6383,100.8000030517578,75.92047882080078
2000-01-09,1441.47,3529.6,,281.75,,1.0289,1.6383,100.8000030517578,75.92047882080078
2000-01-10,1457.6,3717.41,,281.6,,1.0253,1.6364,100.98999786376952,78.02941131591797
2000-01-11,1438.56,3544.35,,283.3,,1.0332,1.648,100.55999755859376,74.23341369628906
2000-01-12,1432.25,3478.14,,282.55,,1.031,1.6474,100.62000274658205,72.59898376464844
2000-01-13,1449.68,3612.08,,284.2,,1.0252,1.6461,101.0,76.9749526977539
2000-01-14,1465.15,3704.74,,284.2,,1.0125,1.6337,101.72000122070312,78.76754760742188
2000-01-15,1465.15,3704.74,,284.2,,1.0125,1.6337,101.72000122070312,78.76754760742188
2000-01-16,1465.15,3704.74,,284.2,,1.0125,1.6337,101.72000122070312,78.76754760742188
2000-01-17,1465.15,3704.74,,285.5,,1.0115,1.6329,102.0500030517578,78.76754760742188
2000-01-18,1455.14,3757.78,,288.8,,1.0128,1.6364,101.86000061035156,79.18931579589844
2000-01-19,1455.9,3790.89,,289.65,,1.0119,1.6437,101.76000213623048,80.98187255859375
2000-01-20,1445.57,3841.74,,288.45,,1.0172,1.654,101.36000061035156,80.19102478027344
2000-01-21,1441.36,3849.96,,289.1,,1.0089,1.6488,101.76000213623048,81.19278717041016
2000-01-22,1441.36,3849.96,,289.1,,1.0089,1.6488,101.76000213623048,81.19278717041016
2000-01-23,1441.36,3849.96,,289.1,,1.0089,1.6488,101.76000213623048,81.19278717041016
2000-01-24,1401.53,3660.96,,287.6,,1.0075,1.651,102.1999969482422,77.29129028320312
2000-01-25,1410.03,3759.11,,286.12,,1.0003,1.6439,102.41000366210938,78.4511947631836
2000-01-26,1404.09,3621.21,,286.05,,1.0009,1.638,102.44000244140624,75.28782653808594
2000-01-27,1398.56,3593.15,,287.05,,0.9881,1.6385,103.16999816894533,76.3949966430664
2000-01-28,1360.16,3446.13,,283.35,,0.9745,1.6186,104.4800033569336,72.54623413085938
2000-01-29,1360.16,3446.13,,283.35,,0.9745,1.6186,104.4800033569336,72.54623413085938
2000-01-30,1360.16,3446.13,,283.35,,0.9745,1.6186,104.4800033569336,72.54623413085938
2000-01-31,1394.46,3570.05,,283.5,,0.9693,1.6155,105.12999725341795,75.65689849853516
2000-02-01,1409.28,3701.78,,282.65,,0.9721,1.6139,104.91999816894533,77.68673706054688
2000-02-02,1409.12,3724.46,,284.95,,0.9762,1.608,104.79000091552734,78.3457260131836
2000-02-03,1424.97,3851.16,,287.5,,0.99,1.5974,103.8000030517578,81.4036636352539
2000-02-04,1424.37,3874.37,,311.3,,0.9825,1.5918,104.29000091552734,81.95719909667969
2000-02-05,1424.37,3874.37,,311.3,,0.9825,1.5918,104.29000091552734,81.95719909667969
2000-02-06,1424.37,3874.37,,311.3,,0.9825,1.5918,104.29000091552734,81.95719909667969
2000-02-07,1424.24,3933.34,,305.0,,0.9808,1.5977,104.63999938964844,83.09075927734375
2000-02-08,1441.72,4062.77,,299.1,,0.9854,1.6113,104.22000122070312,86.57041931152344
2000-02-09,1411.71,3968.46,,307.2,,0.9938,1.6163,103.68000030517578,83.51256561279297
2000-02-10,1416.83,4090.0,,316.25,,0.985,1.6088,104.12999725341795,86.25414276123047
2000-02-11,1387.12,3968.89,,310.65,,0.9864,1.5921,104.19000244140624,84.25068664550781
2000-02-12,1387.12,3968.89,,310.65,,0.9864,1.5921,104.19000244140624,84.25068664550781
2000-02-13,1387.12,3968.89,,310.65,,0.9864,1.5921,104.19000244140624,84.25068664550781
2000-02-14,1389.94,3986.13,,308.2,,0.9785,1.5865,104.72000122070312,84.14520263671875
2000-02-15,1402.05,3997.03,,301.75,,0.9812,1.5964,104.69000244140624,84.75157928466797
2000-02-16,1387.67,3997.97,,302.5,,0.9866,1.6082,104.27999877929688,84.35608673095703
2000-02-17,1388.26,4125.38,,300.75,,0.9877,1.608,104.2699966430664,86.14867401123047
2000-02-18,1346.09,3965.75,,304.8,,0.9862,1.6013,104.62999725341795,83.03804016113281
2000-02-19,1346.09,3965.75,,304.8,,0.9862,1.6013,104.62999725341795,83.03804016113281
2000-02-20,1346.09,3965.75,,304.8,,0.9862,1.6013,104.62999725341795,83.03804016113281
2000-02-21,1346.09,3965.75,,305.5,,0.9872,1.5995,104.58000183105467,83.03804016113281
2000-02-22,1352.17,3969.13,,305.2,,1.0038,1.6121,103.27999877929688,83.3016586303711
2000-02-23,1360.69,4170.09,,300.3,,1.0028,1.6033,103.52999877929688,87.94127655029297
2000-02-24,1353.43,4253.05,,298.5,,0.9929,1.6003,104.01000213623048,89.83927154541016
2000-02-25,1333.36,4178.58,,292.6,,0.9742,1.5944,105.26000213623048,87.7831039428711
2000-02-26,1333.36,4178.58,,292.6,,0.9742,1.5944,105.26000213623048,87.7831039428711
2000-02-27,1333.36,4178.58,,292.6,,0.9742,1.5944,105.26000213623048,87.7831039428711
2000-02-28,1348.05,4162.13,,292.2,,0.9717,1.5954,105.2699966430664,87.73040008544922
2000-02-29,1366.42,4266.94,,292.2,,0.9646,1.5783,105.91999816894533,90.0501480102539
2000-03-01,1379.19,4309.01,,289.25,,0.9734,1.5865,104.88999938964844,90.78824615478516
2000-03-02,1381.76,4234.26,,288.2,,0.9642,1.5758,105.6500015258789,88.68598175048828
2000-03-03,1409.17,4442.87,,288.5,,0.9597,1.5785,106.0,93.6880111694336
2000-03-04,1409.17,4442.87,,288.5,,0.9597,1.5785,106.0,93.6880111694336
2000-03-05,1409.17,4442.87,,288.5,,0.9597,1.5785,106.0,93.6880111694336
2000-03-06,1391.28,4457.18,,287.9,,0.9592,1.5746,106.16000366210938,94.42610168457033
2000-03-07,1355.62,4390.83,,293.2,,0.9596,1.5793,106.08999633789062,93.00261688232422
2000-03-08,1366.7,4445.68,,288.5,,0.9605,1.5803,105.93000030517578,93.84615325927734
2000-03-09,1401.69,4586.26,,291.2,,0.9662,1.5813,105.37000274658205,97.00950622558594
2000-03-10,1395.07,4587.16,,289.0,,0.9628,1.5758,105.70999908447266,96.5877456665039
2000-03-11,1395.07,4587.16,,289.0,,0.9628,1.5758,105.70999908447266,96.5877456665039
2000-03-12,1395.07,4587.16,,289.0,,0.9628,1.5758,105.70999908447266,96.5877456665039
2000-03-13,1383.62,4426.8,,290.4,,0.9645,1.5793,105.5,94.05709838867188
2000-03-14,1359.15,4226.99,,288.9,,0.968,1.577,105.3000030517578,90.57736206054688
2000-03-15,1392.14,4130.01,,289.0,,0.9672,1.5726,105.37999725341795,86.78138732910156
2000-03-16,1458.47,4353.33,,286.5,,0.9713,1.5763,105.18000030517578,91.7372817993164
2000-03-17,1464.47,4440.45,,284.6,,0.972,1.5743,105.1999969482422,93.4770965576172
2000-03-18,1464.47,4440.45,,284.6,,0.972,1.5743,105.1999969482422,93.4770965576172
2000-03-19,1464.47,4440.45,,284.6,,0.972,1.5743,105.1999969482422,93.4770965576172
2000-03-20,1456.63,4261.15,,285.9,,0.973,1.5689,105.1500015258789,90.84099578857422
2000-03-21,1493.87,4449.33,,289.7,,0.9639,1.5726,105.80999755859376,94.2679672241211
2000-03-22,1500.64,4596.81,,288.0,,0.961,1.5775,106.04000091552734,96.16593933105467
2000-03-23,1527.35,4660.62,,285.6,,0.9716,1.5873,105.2300033569336,97.85306549072266
2000-03-24,1527.46,4691.61,,285.0,,0.9769,1.5934,104.7699966430664,99.1711654663086
2000-03-25,1527.46,4691.61,,285.0,,0.9769,1.5934,104.7699966430664,99.1711654663086
2000-03-26,1527.46,4691.61,,285.0,,0.9769,1.5934,104.7699966430664,99.1711654663086
2000-03-27,1523.86,4704.73,,280.3,,0.9665,1.5876,105.4499969482422,99.329345703125
2000-03-28,1507.73,4583.39,,280.0,,0.9603,1.5886,105.52999877929688,96.79862213134766
2000-03-29,1508.52,4413.92,,276.4,,0.9514,1.5921,106.25,92.79174041748048
2000-03-30,1487.92,4250.19,,276.65,,0.9609,1.5957,105.47000122070312,90.4719467163086
2000-03-31,1498.58,4397.84,,278.9,,0.956,1.5916,105.44000244140624,92.36994171142578
2000-04-01,1498.58,4397.84,,278.9,,0.956,1.5916,105.44000244140624,92.36994171142578
2000-04-02,1498.58,4397.84,,278.9,,0.956,1.5916,105.44000244140624,92.36994171142578
2000-04-03,1505.97,4077.02,,278.2,,0.9548,1.5972,105.54000091552734,86.83409881591797
2000-04-04,1494.73,4034.17,,283.9,,0.9602,1.5924,105.16999816894533,85.9905014038086
2000-04-05,1487.37,4030.26,,281.5,,0.9621,1.583,105.29000091552734,84.46156311035156
2000-04-06,1501.34,4086.73,,280.5,,0.9577,1.5798,105.5199966430664,86.46503448486328
2000-04-07,1516.35,4291.53,,280.2,,0.9547,1.5788,105.97000122070312,89.94470977783203
2000-04-08,1516.35,4291.53,,280.2,,0.9547,1.5788,105.97000122070312,89.94470977783203
2000-04-09,1516.35,4291.53,,280.2,,0.9547,1.5788,105.97000122070312,89.94470977783203
2000-04-10,1504.46,3998.26,,282.0,,0.9624,1.585,105.68000030517578,84.46156311035156
2000-04-11,1500.59,3909.21,,281.6,,0.9589,1.5853,105.94000244140624,82.45809173583984
2000-04-12,1467.17,3633.63,,282.2,,0.9586,1.5881,105.95999908447266,77.60761260986328
2000-04-13,1440.51,3553.81,,281.9,,0.9523,1.586,106.13999938964844,74.23341369628906
2000-04-14,1356.56,3207.96,,282.6,,0.9619,1.5878,105.75,67.80119323730469
2000-04-15,1356.56,3207.96,,282.6,,0.9619,1.5878,105.75,67.80119323730469
2000-04-16,1356.56,3207.96,,282.6,,0.9619,1.5878,105.75,67.80119323730469
2000-04-17,1401.44,3529.45,,281.6,,0.9522,1.5798,106.12999725341795,75.60420227050781
2000-04-18,1441.61,3715.81,,281.3,,0.9457,1.5768,106.62999725341795,77.60761260986328
2000-04-19,1427.47,3583.07,,280.7,,0.9403,1.5815,107.12999725341795,75.23507690429688
2000-04-20,1434.54,3505.29,,279.8,,0.9377,1.5793,107.4499969482422,73.60071563720703
2000-04-21,1434.54,3505.29,,280.0,,0.9381,1.577,107.4499969482422,73.60071563720703
2000-04-22,1434.54,3505.29,,280.0,,0.9381,1.577,107.4499969482422,73.60071563720703
2000-04-23,1434.54,3505.29,,280.0,,0.9381,1.577,107.4499969482422,73.60071563720703
2000-04-24,1429.86,3353.53,,279.8,,0.9383,1.579,107.27999877929688,71.49180603027344
2000-04-25,1477.44,3621.56,,278.4,,0.9208,1.581,108.69000244140624,76.31593322753906
2000-04-26,1460.99,3505.71,,275.7,,0.9236,1.5751,108.5500030517578,73.70616912841797
2000-04-27,1464.92,3692.57,,277.05,,0.9097,1.5716,109.56999969482422,76.9749526977539
2000-04-28,1452.43,3773.18,,273.35,,0.912,1.5516,110.13999938964844,79.92742156982422
2000-04-29,1452.43,3773.18,,273.35,,0.912,1.5516,110.13999938964844,79.92742156982422
2000-04-30,1452.43,3773.18,,273.35,,0.912,1.5516,110.13999938964844,79.92742156982422
2000-05-01,1468.25,3829.84,,273.65,,0.9157,1.5535,109.62999725341795,80.66554260253906
2000-05-02,1446.29,3627.31,,274.95,,0.9098,1.5601,110.26000213623048,76.02591705322266
2000-05-03,1415.1,3562.16,,278.25,,0.8956,1.5613,111.26000213623048,75.18238067626953
2000-05-04,1409.57,3570.73,,279.95,,0.8907,1.5418,111.8000030517578,75.34056091308594
2000-05-05,1432.63,3688.36,,278.95,,0.8967,1.5281,111.30999755859376,77.13314056396484
2000-05-06,1432.63,3688.36,,278.95,,0.8967,1.5281,111.30999755859376,77.13314056396484
2000-05-07,1432.63,3688.36,,278.95,,0.8967,1.5281,111.30999755859376,77.13314056396484
2000-05-08,1424.17,3521.6,,276.55,,0.8973,1.5326,111.4499969482422,74.12796783447266
2000-05-09,1412.14,3445.26,,277.25,,0.9073,1.5307,110.75,72.54623413085938
2000-05-10,1383.05,3245.08,,277.75,,0.9065,1.5122,110.8000030517578,67.27396392822266
2000-05-11,1407.81,3381.57,,276.15,,0.9013,1.5042,111.5199966430664,71.38634490966797
2000-05-12,1420.96,3406.25,,276.15,,0.9197,1.517,109.9000015258789,71.38634490966797
2000-05-13,1420.96,3406.25,,276.15,,0.9197,1.517,109.9000015258789,71.38634490966797
2000-05-14,1420.96,3406.25,,276.15,,0.9197,1.517,109.9000015258789,71.38634490966797
2000-05-15,1452.36,3512.11,,275.45,,0.9115,1.5053,110.55999755859376,74.49698638916016
2000-05-16,1466.04,3646.89,,275.65,,0.9002,1.4941,111.30999755859376,76.60588836669922
2000-05-17,1447.8,3550.5,,273.05,,0.8951,1.4961,112.0999984741211,75.02421569824219
2000-05-18,1437.21,3426.35,,273.35,,0.8944,1.4839,112.20999908447266,72.33537292480469
2000-05-19,1406.95,3260.64,,274.25,,0.8972,1.487,111.47000122070312,68.90840911865234
2000-05-20,1406.95,3260.64,,274.25,,0.8972,1.487,111.47000122070312,68.90840911865234
2000-05-21,1406.95,3260.64,,274.25,,0.8972,1.487,111.47000122070312,68.90840911865234
2000-05-22,1400.72,3264.71,,275.8,,0.9027,1.4912,111.05999755859376,68.85565948486328
2000-05-23,1373.86,3023.42,,274.35,,0.9074,1.4767,111.13999938964844,63.108917236328125
2000-05-24,1399.05,3180.31,,273.5,,0.903,1.4736,111.22000122070312,67.06309509277344
2000-05-25,1381.52,3099.28,,270.3,,0.9125,1.4704,110.75,65.58686828613281
2000-05-26,1378.02,3101.44,,272.4,,0.931,1.4894,109.12000274658205,65.58686828613281
2000-05-27,1378.02,3101.44,,272.4,,0.931,1.4894,109.12000274658205,65.58686828613281
2000-05-28,1378.02,3101.44,,272.4,,0.931,1.4894,109.12000274658205,65.58686828613281
2000-05-29,1378.02,3101.44,,272.1,,0.9264,1.4923,109.12000274658205,65.58686828613281
2000-05-30,1422.45,3414.03,,273.2,,0.9298,1.4972,108.93000030517578,72.17717742919922
2000-05-31,1420.6,3324.08,,272.1,,0.9377,1.5011,108.73999786376952,70.12104034423828
2000-06-01,1448.81,3518.98,,272.8,,0.9313,1.4945,109.0500030517578,73.70616912841797
2000-06-02,1477.26,3755.67,,281.15,,0.9463,1.5099,108.12000274658205,78.9784164428711
2000-06-03,1477.26,3755.67,,281.15,,0.9463,1.5099,108.12000274658205,78.9784164428711
2000-06-04,1477.26,3755.67,,281.15,,0.9463,1.5099,108.12000274658205,78.9784164428711
2000-06-05,1467.63,3730.31,,285.45,,0.9477,1.5191,107.45999908447266,79.17610168457031
2000-06-06,1457.84,3646.32,,289.5,,0.9543,1.5281,106.58999633789062,76.9749526977539
2000-06-07,1471.36,3736.01,,287.3,,0.9615,1.5221,106.18000030517578,79.03113555908203
2000-06-08,1461.67,3707.31,,284.45,,0.9559,1.5099,106.70999908447266,78.66206359863281
2000-06-09,1456.95,3760.26,,283.85,,0.9529,1.5081,106.98999786376952,79.08386993408203
2000-06-10,1456.95,3760.26,,283.85,,0.9529,1.5081,106.98999786376952,79.08386993408203
2000-06-11,1456.95,3760.26,,283.85,,0.9529,1.5081,106.98999786376952,79.08386993408203
2000-06-12,1446.0,3638.42,,286.75,,0.9532,1.5131,106.97000122070312,76.55316925048828
2000-06-13,1469.44,3765.81,,285.75,,0.959,1.5058,106.4000015258789,79.50562286376953
2000-06-14,1470.54,3677.49,,291.75,,0.9577,1.4986,106.45999908447266,77.71305084228516
2000-06-15,1478.73,3752.01,,289.85,,0.9542,1.511,106.87999725341795,79.08386993408203
2000-06-16,1464.46,3787.36,,289.25,,0.9646,1.5154,105.95999908447266,79.50562286376953
2000-06-17,1464.46,3787.36,,289.25,,0.9646,1.5154,105.95999908447266,79.50562286376953
2000-06-18,1464.46,3787.36,,289.25,,0.9646,1.5154,105.95999908447266,79.50562286376953
2000-06-19,1486.0,3933.7,,286.25,,0.9567,1.511,106.33000183105467,82.66897583007812
2000-06-20,1475.95,3933.83,,286.15,,0.9543,1.5177,106.33000183105467,82.35264587402344
2000-06-21,1479.13,3970.0,,286.15,,0.9442,1.4981,107.43000030517578,83.40711975097656
2000-06-22,1452.18,3804.11,,285.65,,0.9357,1.5124,107.70999908447266,80.34922790527344
2000-06-23,1441.48,3685.3,,283.15,,0.9357,1.5004,108.01000213623048,77.18583679199219
2000-06-24,1441.48,3685.3,,283.15,,0.9357,1.5004,108.01000213623048,77.18583679199219
2000-06-25,1441.48,3685.3,,283.15,,0.9357,1.5004,108.01000213623048,77.18583679199219
2000-06-26,1455.31,3771.45,,283.95,,0.9365,1.497,108.11000061035156,79.29478454589844
2000-06-27,1450.55,3699.0,,286.15,,0.9457,1.506,107.36000061035156,78.3457260131836
2000-06-28,1454.82,3771.06,,292.8,,0.9412,1.5129,107.5999984741211,79.29478454589844
2000-06-29,1442.39,3665.83,,289.15,,0.9517,1.5179,106.83999633789062,77.30445861816406
2000-06-30,1454.6,3763.79,,290.1,,0.9523,1.5168,106.83999633789062,78.82026672363281
2000-07-01,1454.6,3763.79,,290.1,,0.9523,1.5168,106.83999633789062,78.82026672363281
2000-07-02,1454.6,3763.79,,290.1,,0.9523,1.5168,106.83999633789062,78.82026672363281
2000-07-03,1469.54,3804.78,,287.85,,0.9502,1.5133,107.05999755859376,80.34922790527344
2000-07-04,1469.54,3804.78,,286.85,,0.9507,1.5149,107.29000091552734,80.34922790527344
2000-07-05,1446.23,3649.8,,284.15,,0.9529,1.5076,107.12000274658205,77.23857116699219
2000-07-06,1456.67,3793.48,,283.55,,0.9505,1.5069,107.37000274658205,79.29478454589844
2000-07-07,1478.9,3841.27,,283.65,,0.9482,1.5133,107.6500015258789,80.92915344238281
2000-07-08,1478.9,3841.27,,283.65,,0.9482,1.5133,107.6500015258789,80.92915344238281
2000-07-09,1478.9,3841.27,,283.65,,0.9482,1.5133,107.6500015258789,80.92915344238281
2000-07-10,1475.62,3772.2,,284.05,,0.9551,1.5131,107.01000213623048,79.70333862304688
2000-07-11,1480.88,3744.53,,282.55,,0.9522,1.517,107.13999938964844,80.13829040527344
2000-07-12,1492.92,3901.12,,280.65,,0.9421,1.506,108.12000274658205,82.03630828857422
2000-07-13,1495.84,3956.67,,280.25,,0.937,1.5033,108.54000091552734,83.09075927734375
2000-07-14,1509.98,4041.15,,281.4,,0.9381,1.5004,108.4499969482422,84.88333892822266
2000-07-15,1509.98,4041.15,,281.4,,0.9381,1.5004,108.4499969482422,84.88333892822266
2000-07-16,1509.98,4041.15,,281.4,,0.9381,1.5004,108.4499969482422,84.88333892822266
2000-07-17,1510.49,4061.88,,283.55,,0.9364,1.495,108.6999969482422,85.83232116699219
2000-07-18,1493.74,3960.96,,282.65,,0.924,1.497,109.37999725341795,83.93429565429688
2000-07-19,1481.96,3843.98,,279.15,,0.9242,1.4979,109.58999633789062,82.03630828857422
2000-07-20,1495.57,3995.46,,280.25,,0.9328,1.511,108.61000061035156,84.6724624633789
2000-07-21,1480.19,3908.75,,280.35,,0.9368,1.5165,108.41999816894533,81.8254165649414
2000-07-22,1480.19,3908.75,,280.35,,0.9368,1.5165,108.41999816894533,81.8254165649414
2000-07-23,1480.19,3908.75,,280.35,,0.9368,1.5165,108.41999816894533,81.8254165649414
2000-07-24,1464.29,3790.62,,279.25,,0.9335,1.5152,108.69000244140624,80.13829040527344
2000-07-25,1474.47,3865.39,,279.15,,0.9382,1.5158,108.37999725341795,80.77095031738281
2000-07-26,1452.42,3818.31,,279.75,,0.9431,1.5152,108.11000061035156,80.66554260253906
2000-07-27,1449.62,3681.63,,278.55,,0.9317,1.5135,108.88999938964844,77.50218200683594
2000-07-28,1419.89,3477.31,,278.4,,0.923,1.5024,109.73999786376952,73.28437805175781
2000-07-29,1419.89,3477.31,,278.4,,0.923,1.5024,109.73999786376952,73.28437805175781
2000-07-30,1419.89,3477.31,,278.4,,0.923,1.5024,109.73999786376952,73.28437805175781
2000-07-31,1430.83,3609.35,,277.25,,0.9259,1.499,109.56999969482422,75.44599151611328
2000-08-01,1438.1,3521.15,,277.35,,0.9139,1.4916,110.0500030517578,74.44427490234375
2000-08-02,1438.7,3490.34,,277.55,,0.913,1.4954,110.66999816894533,73.12620544433594
2000-08-03,1452.56,3623.5,,273.95,,0.9066,1.4977,110.9800033569336,76.2895736694336
2000-08-04,1462.93,3618.63,,273.25,,0.9078,1.5038,110.8499984741211,76.02591705322266
2000-08-05,1462.93,3618.63,,273.25,,0.9078,1.5038,110.8499984741211,76.02591705322266
2000-08-06,1462.93,3618.63,,273.25,,0.9078,1.5038,110.8499984741211,76.02591705322266
2000-08-07,1479.32,3710.39,,273.75,,0.9073,1.5126,110.8000030517578,77.81849670410156
2000-08-08,1482.8,3686.37,,273.05,,0.9019,1.5049,111.31999969482422,79.40020751953125
2000-08-09,1472.87,3693.04,,272.55,,0.9012,1.5022,111.44000244140624,77.29129028320312
2000-08-10,1460.25,3595.19,,272.75,,0.9078,1.497,110.9000015258789,75.76231384277344
2000-08-11,1471.84,3644.61,,275.15,,0.9022,1.5017,111.20999908447266,76.81678771972656
2000-08-12,1471.84,3644.61,,275.15,,0.9022,1.5017,111.20999908447266,76.81678771972656
2000-08-13,1471.84,3644.61,,275.15,,0.9022,1.5017,111.20999908447266,76.81678771972656
2000-08-14,1491.56,3719.61,,274.75,,0.9055,1.5056,111.08000183105467,78.4511947631836
2000-08-15,1484.43,3722.62,,274.65,,0.9125,1.5035,110.51000213623048,78.4511947631836
2000-08-16,1479.85,3721.25,,277.2,,0.9158,1.4997,110.26000213623048,79.24203491210938
2000-08-17,1496.07,3830.59,,277.65,,0.9162,1.4972,110.11000061035156,80.77095031738281
2000-08-18,1491.72,3807.51,,276.65,,0.9063,1.4896,111.01000213623048,80.34922790527344
2000-08-19,1491.72,3807.51,,276.65,,0.9063,1.4896,111.01000213623048,80.34922790527344
2000-08-20,1491.72,3807.51,,276.65,,0.9063,1.4896,111.01000213623048,80.34922790527344
2000-08-21,1499.48,3827.62,,275.2,,0.9018,1.487,111.45999908447266,80.56010437011719
2000-08-22,1498.13,3827.89,,273.75,,0.8969,1.4821,111.79000091552734,80.56010437011719
2000-08-23,1505.97,3896.92,,271.25,,0.9009,1.4868,111.41999816894533,81.8781509399414
2000-08-24,1508.31,3949.57,,272.95,,0.9017,1.481,111.2300033569336,83.14348602294922
2000-08-25,1506.45,3931.25,,274.25,,0.902,1.4691,111.3499984741211,82.69532775878906
2000-08-26,1506.45,3931.25,,274.25,,0.902,1.4691,111.3499984741211,82.69532775878906
2000-08-27,1506.45,3931.25,,274.25,,0.902,1.4691,111.3499984741211,82.69532775878906
2000-08-28,1514.09,3954.24,,274.25,,0.8998,1.4686,111.45999908447266,83.09075927734375
2000-08-29,1509.84,3951.94,,273.25,,0.8922,1.4558,112.1999969482422,83.51256561279297
2000-08-30,1502.59,3968.73,,274.15,,0.8943,1.4592,112.13999938964844,83.40711975097656
2000-08-31,1517.68,4077.59,,277.85,,0.8886,1.4474,112.5999984741211,85.7269287109375
2000-09-01,1520.77,4099.3,,276.75,,0.8995,1.4637,111.41999816894533,86.57041931152344
2000-09-02,1520.77,4099.3,,276.75,,0.8995,1.4637,111.41999816894533,86.57041931152344
2000-09-03,1520.77,4099.3,,276.75,,0.8995,1.4637,111.41999816894533,86.57041931152344
2000-09-04,1520.77,4099.3,,277.0,,0.8975,1.4582,111.41999816894533,86.57041931152344
2000-09-05,1507.08,3987.03,,275.6,,0.8896,1.4543,112.41000366210938,83.93429565429688
2000-09-06,1492.25,3837.62,,274.65,,0.8696,1.4362,114.12000274658205,80.98187255859375
2000-09-07,1502.51,3953.36,,273.85,,0.8718,1.4374,113.6500015258789,82.77442169189453
2000-09-08,1494.5,3813.44,,273.05,,0.866,1.4134,114.33999633789062,80.24373626708984
2000-09-09,1494.5,3813.44,,273.05,,0.866,1.4134,114.33999633789062,80.24373626708984
2000-09-10,1494.5,3813.44,,273.05,,0.866,1.4134,114.33999633789062,80.24373626708984
2000-09-11,1489.26,3706.74,,273.15,,0.8579,1.4015,115.37000274658205,78.29301452636719
2000-09-12,1481.99,3666.87,,273.05,,0.8635,1.4069,115.16999816894533,77.08039093017578
2000-09-13,1484.91,3741.75,,272.75,,0.8593,1.4092,115.33999633789062,78.8729476928711
2000-09-14,1480.87,3737.42,,272.45,,0.8642,1.4065,115.16000366210938,78.4511947631836
2000-09-15,1465.81,3676.33,,272.55,,0.8532,1.3963,115.94000244140624,77.02767181396484
2000-09-16,1465.81,3676.33,,272.55,,0.8532,1.3963,115.94000244140624,77.02767181396484
2000-09-17,1465.81,3676.33,,272.55,,0.8532,1.3963,115.94000244140624,77.02767181396484
2000-09-18,1444.51,3585.52,,271.8,,0.8533,1.4057,116.0,75.81507110595703
2000-09-19,1459.9,3756.4,,272.15,,0.851,1.4092,116.11000061035156,78.60935974121094
2000-09-20,1451.34,3790.45,,269.45,,0.849,1.4108,116.41000366210938,79.82199096679688
2000-09-21,1449.05,3718.15,,270.65,,0.8614,1.4374,115.2699966430664,74.02249145507812
2000-09-22,1448.72,3701.18,,272.15,,0.8758,1.4524,113.55999755859376,78.3984603881836
2000-09-23,1448.72,3701.18,,272.15,,0.8758,1.4524,113.55999755859376,78.3984603881836
2000-09-24,1448.72,3701.18,,272.15,,0.8758,1.4524,113.55999755859376,78.3984603881836
2000-09-25,1439.03,3622.1,,274.35,,0.8742,1.4522,114.05999755859376,76.31593322753906
2000-09-26,1427.21,3582.59,,274.35,,0.8826,1.4635,113.16000366210938,75.44599151611328
2000-09-27,1426.57,3571.9,,278.7,,0.8831,1.4637,113.11000061035156,75.55145263671875
2000-09-28,1458.29,3725.15,,274.85,,0.879,1.462,113.30999755859376,77.23857116699219
2000-09-29,1436.51,3570.61,,274.25,,0.8837,1.4758,113.25,74.86605072021484
2000-09-30,1436.51,3570.61,,274.25,,0.8837,1.4758,113.25,74.86605072021484
2000-10-01,1436.51,3570.61,,274.25,,0.8837,1.4758,113.25,74.86605072021484
2000-10-02,1436.23,3457.97,,273.55,,0.877,1.4661,113.79000091552734,73.17890167236328
2000-10-03,1426.46,3353.34,,272.25,,0.8752,1.459,114.22000122070312,70.85913848876953
2000-10-04,1434.32,3453.36,,270.85,,0.8749,1.4582,114.16999816894533,72.22993469238281
2000-10-05,1436.28,3424.32,,269.25,,0.8686,1.443,114.73999786376952,72.4408187866211
2000-10-06,1408.99,3311.94,,269.65,,0.8682,1.4455,114.8499984741211,70.01554870605469
2000-10-07,1408.99,3311.94,,269.65,,0.8682,1.4455,114.8499984741211,70.01554870605469
2000-10-08,1408.99,3311.94,,269.65,,0.8682,1.4455,114.8499984741211,70.01554870605469
2000-10-09,1402.03,3318.9,,270.65,,0.868,1.4489,114.80999755859376,69.69923400878906
2000-10-10,1387.02,3188.29,,272.75,,0.8715,1.4548,114.36000061035156,66.0613784790039
2000-10-11,1364.59,3100.53,,270.95,,0.8656,1.4628,114.48999786376952,65.00691986083984
2000-10-12,1329.78,3004.45,,276.55,,0.8622,1.4708,114.88999938964844,63.3725471496582
2000-10-13,1374.17,3277.77,,272.65,,0.856,1.4499,115.86000061035156,68.53934478759766
2000-10-14,1374.17,3277.77,,272.65,,0.856,1.4499,115.86000061035156,68.53934478759766
2000-10-15,1374.17,3277.77,,272.65,,0.856,1.4499,115.86000061035156,68.53934478759766
